Type                                  RC-5 Temperature  logger
User information                      URC-5 Data Logger
Number                                001
Recording interval                    00:02:00 HH:MM:SS
Startup delay                         0.0 H
Record Item Count                     32000
Maximum Temperature                   25.5 °C
Minimum Temperature                   17.5 °C
Average Temperature                   20.9 °C
Temperature Upper Limit               60.0 °C
Temperature Lower Limit               -30.0 °C
Maximum Humidity                      %RH
Minimum Humidity                      %RH
Average Humidity                      %RH
Humidity Upper Limit                  %RH
Humidity Upper Limit                  %RH
Start Time                            2016-03-12 12:21:30
End Time                              2016-04-25 23:59:30
Time Format                           yyyy-MM-dd HH:mm:ss
Temperature Unit                      °C
No.			Time		 Temperature°C     Humidity%RH 	
 2575		2016-03-16 02:09:30		23.1		   
 2576		2016-03-16 02:11:30		23.1		   
 2577		2016-03-16 02:13:30		23.1		   
 2578		2016-03-16 02:15:30		23.1		   
 2579		2016-03-16 02:17:30		23.1		   
 2580		2016-03-16 02:19:30		23.1		   
 2581		2016-03-16 02:21:30		23.1		   
 2582		2016-03-16 02:23:30		23.0		   
 2583		2016-03-16 02:25:30		23.0		   
 2584		2016-03-16 02:27:30		23.0		   
 2585		2016-03-16 02:29:30		23.0		   
 2586		2016-03-16 02:31:30		23.0		   
 2587		2016-03-16 02:33:30		23.0		   
 2588		2016-03-16 02:35:30		23.0		   
 2589		2016-03-16 02:37:30		22.9		   
 2590		2016-03-16 02:39:30		22.9		   
 2591		2016-03-16 02:41:30		22.9		   
 2592		2016-03-16 02:43:30		22.9		   
 2593		2016-03-16 02:45:30		22.9		   
 2594		2016-03-16 02:47:30		22.9		   
 2595		2016-03-16 02:49:30		22.9		   
 2596		2016-03-16 02:51:30		22.9		   
 2597		2016-03-16 02:53:30		22.9		   
 2598		2016-03-16 02:55:30		22.9		   
 2599		2016-03-16 02:57:30		22.9		   
 2600		2016-03-16 02:59:30		22.8		   
 2601		2016-03-16 03:01:30		22.8		   
 2602		2016-03-16 03:03:30		22.8		   
 2603		2016-03-16 03:05:30		22.8		   
 2604		2016-03-16 03:07:30		22.8		   
 2605		2016-03-16 03:09:30		22.8		   
 2606		2016-03-16 03:11:30		22.8		   
 2607		2016-03-16 03:13:30		22.7		   
 2608		2016-03-16 03:15:30		22.7		   
 2609		2016-03-16 03:17:30		22.7		   
 2610		2016-03-16 03:19:30		22.7		   
 2611		2016-03-16 03:21:30		22.7		   
 2612		2016-03-16 03:23:30		22.7		   
 2613		2016-03-16 03:25:30		22.7		   
 2614		2016-03-16 03:27:30		22.6		   
 2615		2016-03-16 03:29:30		22.6		   
 2616		2016-03-16 03:31:30		22.6		   
 2617		2016-03-16 03:33:30		22.6		   
 2618		2016-03-16 03:35:30		22.6		   
 2619		2016-03-16 03:37:30		22.6		   
 2620		2016-03-16 03:39:30		22.6		   
 2621		2016-03-16 03:41:30		22.6		   
 2622		2016-03-16 03:43:30		22.6		   
 2623		2016-03-16 03:45:30		22.6		   
 2624		2016-03-16 03:47:30		22.6		   
 2625		2016-03-16 03:49:30		22.5		   
 2626		2016-03-16 03:51:30		22.5		   
 2627		2016-03-16 03:53:30		22.5		   
 2628		2016-03-16 03:55:30		22.5		   
 2629		2016-03-16 03:57:30		22.5		   
 2630		2016-03-16 03:59:30		22.5		   
 2631		2016-03-16 04:01:30		22.5		   
 2632		2016-03-16 04:03:30		22.5		   
 2633		2016-03-16 04:05:30		22.5		   
 2634		2016-03-16 04:07:30		22.5		   
 2635		2016-03-16 04:09:30		22.5		   
 2636		2016-03-16 04:11:30		22.5		   
 2637		2016-03-16 04:13:30		22.5		   
 2638		2016-03-16 04:15:30		22.5		   
 2639		2016-03-16 04:17:30		22.5		   
 2640		2016-03-16 04:19:30		22.5		   
 2641		2016-03-16 04:21:30		22.5		   
 2642		2016-03-16 04:23:30		22.5		   
 2643		2016-03-16 04:25:30		22.5		   
 2644		2016-03-16 04:27:30		22.5		   
 2645		2016-03-16 04:29:30		22.4		   
 2646		2016-03-16 04:31:30		22.4		   
 2647		2016-03-16 04:33:30		22.4		   
 2648		2016-03-16 04:35:30		22.4		   
 2649		2016-03-16 04:37:30		22.4		   
 2650		2016-03-16 04:39:30		22.4		   
 2651		2016-03-16 04:41:30		22.4		   
 2652		2016-03-16 04:43:30		22.4		   
 2653		2016-03-16 04:45:30		22.4		   
 2654		2016-03-16 04:47:30		22.4		   
 2655		2016-03-16 04:49:30		22.4		   
 2656		2016-03-16 04:51:30		22.4		   
 2657		2016-03-16 04:53:30		22.4		   
 2658		2016-03-16 04:55:30		22.4		   
 2659		2016-03-16 04:57:30		22.4		   
 2660		2016-03-16 04:59:30		22.4		   
 2661		2016-03-16 05:01:30		22.4		   
 2662		2016-03-16 05:03:30		22.4		   
 2663		2016-03-16 05:05:30		22.4		   
 2664		2016-03-16 05:07:30		22.4		   
 2665		2016-03-16 05:09:30		22.4		   
 2666		2016-03-16 05:11:30		22.4		   
 2667		2016-03-16 05:13:30		22.4		   
 2668		2016-03-16 05:15:30		22.4		   
 2669		2016-03-16 05:17:30		22.4		   
 2670		2016-03-16 05:19:30		22.3		   
 2671		2016-03-16 05:21:30		22.3		   
 2672		2016-03-16 05:23:30		22.3		   
 2673		2016-03-16 05:25:30		22.3		   
 2674		2016-03-16 05:27:30		22.3		   
 2675		2016-03-16 05:29:30		22.3		   
 2676		2016-03-16 05:31:30		22.3		   
 2677		2016-03-16 05:33:30		22.3		   
 2678		2016-03-16 05:35:30		22.3		   
 2679		2016-03-16 05:37:30		22.3		   
 2680		2016-03-16 05:39:30		22.3		   
 2681		2016-03-16 05:41:30		22.3		   
 2682		2016-03-16 05:43:30		22.3		   
 2683		2016-03-16 05:45:30		22.3		   
 2684		2016-03-16 05:47:30		22.3		   
 2685		2016-03-16 05:49:30		22.3		   
 2686		2016-03-16 05:51:30		22.3		   
 2687		2016-03-16 05:53:30		22.3		   
 2688		2016-03-16 05:55:30		22.3		   
 2689		2016-03-16 05:57:30		22.3		   
 2690		2016-03-16 05:59:30		22.3		   
 2691		2016-03-16 06:01:30		22.3		   
 2692		2016-03-16 06:03:30		22.3		   
 2693		2016-03-16 06:05:30		22.3		   
 2694		2016-03-16 06:07:30		22.3		   
 2695		2016-03-16 06:09:30		22.3		   
 2696		2016-03-16 06:11:30		22.3		   
 2697		2016-03-16 06:13:30		22.3		   
 2698		2016-03-16 06:15:30		22.3		   
 2699		2016-03-16 06:17:30		22.3		   
 2700		2016-03-16 06:19:30		22.3		   
 2701		2016-03-16 06:21:30		22.3		   
 2702		2016-03-16 06:23:30		22.3		   
 2703		2016-03-16 06:25:30		22.3		   
 2704		2016-03-16 06:27:30		22.3		   
 2705		2016-03-16 06:29:30		22.2		   
 2706		2016-03-16 06:31:30		22.2		   
 2707		2016-03-16 06:33:30		22.3		   
 2708		2016-03-16 06:35:30		22.2		   
 2709		2016-03-16 06:37:30		22.2		   
 2710		2016-03-16 06:39:30		22.2		   
 2711		2016-03-16 06:41:30		22.2		   
 2712		2016-03-16 06:43:30		22.2		   
 2713		2016-03-16 06:45:30		22.2		   
 2714		2016-03-16 06:47:30		22.2		   
 2715		2016-03-16 06:49:30		22.2		   
 2716		2016-03-16 06:51:30		22.2		   
 2717		2016-03-16 06:53:30		22.2		   
 2718		2016-03-16 06:55:30		22.2		   
 2719		2016-03-16 06:57:30		22.2		   
 2720		2016-03-16 06:59:30		22.2		   
 2721		2016-03-16 07:01:30		22.2		   
 2722		2016-03-16 07:03:30		22.2		   
 2723		2016-03-16 07:05:30		22.2		   
 2724		2016-03-16 07:07:30		22.2		   
 2725		2016-03-16 07:09:30		22.2		   
 2726		2016-03-16 07:11:30		22.2		   
 2727		2016-03-16 07:13:30		22.2		   
 2728		2016-03-16 07:15:30		22.1		   
 2729		2016-03-16 07:17:30		22.1		   
 2730		2016-03-16 07:19:30		22.1		   
 2731		2016-03-16 07:21:30		22.0		   
 2732		2016-03-16 07:23:30		22.0		   
 2733		2016-03-16 07:25:30		22.0		   
 2734		2016-03-16 07:27:30		22.0		   
 2735		2016-03-16 07:29:30		21.9		   
 2736		2016-03-16 07:31:30		21.9		   
 2737		2016-03-16 07:33:30		21.9		   
 2738		2016-03-16 07:35:30		21.9		   
 2739		2016-03-16 07:37:30		21.9		   
 2740		2016-03-16 07:39:30		21.8		   
 2741		2016-03-16 07:41:30		21.8		   
 2742		2016-03-16 07:43:30		21.8		   
 2743		2016-03-16 07:45:30		21.8		   
 2744		2016-03-16 07:47:30		21.7		   
 2745		2016-03-16 07:49:30		21.7		   
 2746		2016-03-16 07:51:30		21.7		   
 2747		2016-03-16 07:53:30		21.7		   
 2748		2016-03-16 07:55:30		21.7		   
 2749		2016-03-16 07:57:30		21.7		   
 2750		2016-03-16 07:59:30		21.7		   
 2751		2016-03-16 08:01:30		21.6		   
 2752		2016-03-16 08:03:30		21.6		   
 2753		2016-03-16 08:05:30		21.6		   
 2754		2016-03-16 08:07:30		21.6		   
 2755		2016-03-16 08:09:30		21.6		   
 2756		2016-03-16 08:11:30		21.6		   
 2757		2016-03-16 08:13:30		21.6		   
 2758		2016-03-16 08:15:30		21.5		   
 2759		2016-03-16 08:17:30		21.5		   
 2760		2016-03-16 08:19:30		21.5		   
 2761		2016-03-16 08:21:30		21.5		   
 2762		2016-03-16 08:23:30		21.5		   
 2763		2016-03-16 08:25:30		21.5		   
 2764		2016-03-16 08:27:30		21.5		   
 2765		2016-03-16 08:29:30		21.5		   
 2766		2016-03-16 08:31:30		21.5		   
 2767		2016-03-16 08:33:30		21.5		   
 2768		2016-03-16 08:35:30		21.5		   
 2769		2016-03-16 08:37:30		21.5		   
 2770		2016-03-16 08:39:30		21.5		   
 2771		2016-03-16 08:41:30		21.5		   
 2772		2016-03-16 08:43:30		21.5		   
 2773		2016-03-16 08:45:30		21.5		   
 2774		2016-03-16 08:47:30		21.5		   
 2775		2016-03-16 08:49:30		21.5		   
 2776		2016-03-16 08:51:30		21.5		   
 2777		2016-03-16 08:53:30		21.4		   
 2778		2016-03-16 08:55:30		21.4		   
 2779		2016-03-16 08:57:30		21.4		   
 2780		2016-03-16 08:59:30		21.4		   
 2781		2016-03-16 09:01:30		21.3		   
 2782		2016-03-16 09:03:30		21.3		   
 2783		2016-03-16 09:05:30		21.3		   
 2784		2016-03-16 09:07:30		21.3		   
 2785		2016-03-16 09:09:30		21.3		   
 2786		2016-03-16 09:11:30		21.2		   
 2787		2016-03-16 09:13:30		21.2		   
 2788		2016-03-16 09:15:30		21.2		   
 2789		2016-03-16 09:17:30		21.2		   
 2790		2016-03-16 09:19:30		21.2		   
 2791		2016-03-16 09:21:30		21.2		   
 2792		2016-03-16 09:23:30		21.2		   
 2793		2016-03-16 09:25:30		21.2		   
 2794		2016-03-16 09:27:30		21.2		   
 2795		2016-03-16 09:29:30		21.2		   
 2796		2016-03-16 09:31:30		21.2		   
 2797		2016-03-16 09:33:30		21.2		   
 2798		2016-03-16 09:35:30		21.2		   
 2799		2016-03-16 09:37:30		21.2		   
 2800		2016-03-16 09:39:30		21.2		   
 2801		2016-03-16 09:41:30		21.2		   
 2802		2016-03-16 09:43:30		21.2		   
 2803		2016-03-16 09:45:30		21.2		   
 2804		2016-03-16 09:47:30		21.2		   
 2805		2016-03-16 09:49:30		21.2		   
 2806		2016-03-16 09:51:30		21.2		   
 2807		2016-03-16 09:53:30		21.2		   
 2808		2016-03-16 09:55:30		21.2		   
 2809		2016-03-16 09:57:30		21.2		   
 2810		2016-03-16 09:59:30		21.2		   
 2811		2016-03-16 10:01:30		21.1		   
 2812		2016-03-16 10:03:30		21.1		   
 2813		2016-03-16 10:05:30		21.1		   
 2814		2016-03-16 10:07:30		21.1		   
 2815		2016-03-16 10:09:30		21.1		   
 2816		2016-03-16 10:11:30		21.0		   
 2817		2016-03-16 10:13:30		21.0		   
 2818		2016-03-16 10:15:30		21.0		   
 2819		2016-03-16 10:17:30		21.0		   
 2820		2016-03-16 10:19:30		21.0		   
 2821		2016-03-16 10:21:30		21.0		   
 2822		2016-03-16 10:23:30		21.0		   
 2823		2016-03-16 10:25:30		20.9		   
 2824		2016-03-16 10:27:30		20.9		   
 2825		2016-03-16 10:29:30		20.9		   
 2826		2016-03-16 10:31:30		20.9		   
 2827		2016-03-16 10:33:30		20.9		   
 2828		2016-03-16 10:35:30		20.9		   
 2829		2016-03-16 10:37:30		20.9		   
 2830		2016-03-16 10:39:30		20.9		   
 2831		2016-03-16 10:41:30		20.9		   
 2832		2016-03-16 10:43:30		20.9		   
 2833		2016-03-16 10:45:30		20.9		   
 2834		2016-03-16 10:47:30		20.9		   
 2835		2016-03-16 10:49:30		20.9		   
 2836		2016-03-16 10:51:30		20.9		   
 2837		2016-03-16 10:53:30		20.9		   
 2838		2016-03-16 10:55:30		20.9		   
 2839		2016-03-16 10:57:30		20.9		   
 2840		2016-03-16 10:59:30		20.9		   
 2841		2016-03-16 11:01:30		20.9		   
 2842		2016-03-16 11:03:30		20.9		   
 2843		2016-03-16 11:05:30		20.9		   
 2844		2016-03-16 11:07:30		20.9		   
 2845		2016-03-16 11:09:30		20.9		   
 2846		2016-03-16 11:11:30		20.9		   
 2847		2016-03-16 11:13:30		20.8		   
 2848		2016-03-16 11:15:30		20.8		   
 2849		2016-03-16 11:17:30		20.8		   
 2850		2016-03-16 11:19:30		20.8		   
 2851		2016-03-16 11:21:30		20.8		   
 2852		2016-03-16 11:23:30		20.8		   
 2853		2016-03-16 11:25:30		20.8		   
 2854		2016-03-16 11:27:30		20.8		   
 2855		2016-03-16 11:29:30		20.8		   
 2856		2016-03-16 11:31:30		20.8		   
 2857		2016-03-16 11:33:30		20.8		   
 2858		2016-03-16 11:35:30		20.8		   
 2859		2016-03-16 11:37:30		20.8		   
 2860		2016-03-16 11:39:30		20.8		   
 2861		2016-03-16 11:41:30		20.8		   
 2862		2016-03-16 11:43:30		20.8		   
 2863		2016-03-16 11:45:30		20.8		   
 2864		2016-03-16 11:47:30		20.8		   
 2865		2016-03-16 11:49:30		20.7		   
 2866		2016-03-16 11:51:30		20.7		   
 2867		2016-03-16 11:53:30		20.7		   
 2868		2016-03-16 11:55:30		20.7		   
 2869		2016-03-16 11:57:30		20.7		   
 2870		2016-03-16 11:59:30		20.7		   
 2871		2016-03-16 12:01:30		20.7		   
 2872		2016-03-16 12:03:30		20.7		   
 2873		2016-03-16 12:05:30		20.7		   
 2874		2016-03-16 12:07:30		20.7		   
 2875		2016-03-16 12:09:30		20.7		   
 2876		2016-03-16 12:11:30		20.7		   
 2877		2016-03-16 12:13:30		20.7		   
 2878		2016-03-16 12:15:30		20.8		   
 2879		2016-03-16 12:17:30		20.8		   
 2880		2016-03-16 12:19:30		20.8		   
 2881		2016-03-16 12:21:30		20.8		   
 2882		2016-03-16 12:23:30		20.8		   
 2883		2016-03-16 12:25:30		20.8		   
 2884		2016-03-16 12:27:30		20.8		   
 2885		2016-03-16 12:29:30		20.8		   
 2886		2016-03-16 12:31:30		20.8		   
 2887		2016-03-16 12:33:30		20.8		   
 2888		2016-03-16 12:35:30		20.8		   
 2889		2016-03-16 12:37:30		20.8		   
 2890		2016-03-16 12:39:30		20.8		   
 2891		2016-03-16 12:41:30		20.8		   
 2892		2016-03-16 12:43:30		20.8		   
 2893		2016-03-16 12:45:30		20.8		   
 2894		2016-03-16 12:47:30		20.8		   
 2895		2016-03-16 12:49:30		20.8		   
 2896		2016-03-16 12:51:30		20.8		   
 2897		2016-03-16 12:53:30		20.8		   
 2898		2016-03-16 12:55:30		20.8		   
 2899		2016-03-16 12:57:30		20.8		   
 2900		2016-03-16 12:59:30		20.8		   
 2901		2016-03-16 13:01:30		20.8		   
 2902		2016-03-16 13:03:30		20.8		   
 2903		2016-03-16 13:05:30		20.8		   
 2904		2016-03-16 13:07:30		20.8		   
 2905		2016-03-16 13:09:30		20.8		   
 2906		2016-03-16 13:11:30		20.8		   
 2907		2016-03-16 13:13:30		20.8		   
 2908		2016-03-16 13:15:30		20.8		   
 2909		2016-03-16 13:17:30		20.8		   
 2910		2016-03-16 13:19:30		20.8		   
 2911		2016-03-16 13:21:30		20.8		   
 2912		2016-03-16 13:23:30		20.8		   
 2913		2016-03-16 13:25:30		20.8		   
 2914		2016-03-16 13:27:30		20.8		   
 2915		2016-03-16 13:29:30		20.8		   
 2916		2016-03-16 13:31:30		20.8		   
 2917		2016-03-16 13:33:30		20.8		   
 2918		2016-03-16 13:35:30		20.8		   
 2919		2016-03-16 13:37:30		20.8		   
 2920		2016-03-16 13:39:30		20.8		   
 2921		2016-03-16 13:41:30		20.8		   
 2922		2016-03-16 13:43:30		20.8		   
 2923		2016-03-16 13:45:30		20.8		   
 2924		2016-03-16 13:47:30		20.8		   
 2925		2016-03-16 13:49:30		20.8		   
 2926		2016-03-16 13:51:30		20.8		   
 2927		2016-03-16 13:53:30		20.8		   
 2928		2016-03-16 13:55:30		20.8		   
 2929		2016-03-16 13:57:30		20.7		   
 2930		2016-03-16 13:59:30		20.7		   
 2931		2016-03-16 14:01:30		20.7		   
 2932		2016-03-16 14:03:30		20.7		   
 2933		2016-03-16 14:05:30		20.7		   
 2934		2016-03-16 14:07:30		20.7		   
 2935		2016-03-16 14:09:30		20.7		   
 2936		2016-03-16 14:11:30		20.7		   
 2937		2016-03-16 14:13:30		20.7		   
 2938		2016-03-16 14:15:30		20.7		   
 2939		2016-03-16 14:17:30		20.7		   
 2940		2016-03-16 14:19:30		20.7		   
 2941		2016-03-16 14:21:30		20.7		   
 2942		2016-03-16 14:23:30		20.7		   
 2943		2016-03-16 14:25:30		20.7		   
 2944		2016-03-16 14:27:30		20.7		   
 2945		2016-03-16 14:29:30		20.6		   
 2946		2016-03-16 14:31:30		20.6		   
 2947		2016-03-16 14:33:30		20.6		   
 2948		2016-03-16 14:35:30		20.6		   
 2949		2016-03-16 14:37:30		20.7		   
 2950		2016-03-16 14:39:30		20.7		   
 2951		2016-03-16 14:41:30		20.6		   
 2952		2016-03-16 14:43:30		20.6		   
 2953		2016-03-16 14:45:30		20.6		   
 2954		2016-03-16 14:47:30		20.6		   
 2955		2016-03-16 14:49:30		20.6		   
 2956		2016-03-16 14:51:30		20.7		   
 2957		2016-03-16 14:53:30		20.6		   
 2958		2016-03-16 14:55:30		20.6		   
 2959		2016-03-16 14:57:30		20.6		   
 2960		2016-03-16 14:59:30		20.6		   
 2961		2016-03-16 15:01:30		20.6		   
 2962		2016-03-16 15:03:30		20.7		   
 2963		2016-03-16 15:05:30		20.6		   
 2964		2016-03-16 15:07:30		20.7		   
 2965		2016-03-16 15:09:30		20.7		   
 2966		2016-03-16 15:11:30		20.7		   
 2967		2016-03-16 15:13:30		20.7		   
 2968		2016-03-16 15:15:30		20.7		   
 2969		2016-03-16 15:17:30		20.7		   
 2970		2016-03-16 15:19:30		20.7		   
 2971		2016-03-16 15:21:30		20.7		   
 2972		2016-03-16 15:23:30		20.7		   
 2973		2016-03-16 15:25:30		20.7		   
 2974		2016-03-16 15:27:30		20.7		   
 2975		2016-03-16 15:29:30		20.7		   
 2976		2016-03-16 15:31:30		20.7		   
 2977		2016-03-16 15:33:30		20.7		   
 2978		2016-03-16 15:35:30		20.7		   
 2979		2016-03-16 15:37:30		20.7		   
 2980		2016-03-16 15:39:30		20.8		   
 2981		2016-03-16 15:41:30		20.8		   
 2982		2016-03-16 15:43:30		20.8		   
 2983		2016-03-16 15:45:30		20.8		   
 2984		2016-03-16 15:47:30		20.8		   
 2985		2016-03-16 15:49:30		20.8		   
 2986		2016-03-16 15:51:30		20.8		   
 2987		2016-03-16 15:53:30		20.8		   
 2988		2016-03-16 15:55:30		20.8		   
 2989		2016-03-16 15:57:30		20.8		   
 2990		2016-03-16 15:59:30		20.8		   
 2991		2016-03-16 16:01:30		20.8		   
 2992		2016-03-16 16:03:30		20.8		   
 2993		2016-03-16 16:05:30		20.8		   
 2994		2016-03-16 16:07:30		20.8		   
 2995		2016-03-16 16:09:30		20.8		   
 2996		2016-03-16 16:11:30		20.8		   
 2997		2016-03-16 16:13:30		20.8		   
 2998		2016-03-16 16:15:30		20.8		   
 2999		2016-03-16 16:17:30		20.8		   
 3000		2016-03-16 16:19:30		20.8		   
 3001		2016-03-16 16:21:30		20.8		   
 3002		2016-03-16 16:23:30		20.8		   
 3003		2016-03-16 16:25:30		20.8		   
 3004		2016-03-16 16:27:30		20.8		   
 3005		2016-03-16 16:29:30		20.8		   
 3006		2016-03-16 16:31:30		20.8		   
 3007		2016-03-16 16:33:30		20.8		   
 3008		2016-03-16 16:35:30		20.8		   
 3009		2016-03-16 16:37:30		20.8		   
 3010		2016-03-16 16:39:30		20.8		   
 3011		2016-03-16 16:41:30		20.8		   
 3012		2016-03-16 16:43:30		20.8		   
 3013		2016-03-16 16:45:30		20.8		   
 3014		2016-03-16 16:47:30		20.8		   
 3015		2016-03-16 16:49:30		20.8		   
 3016		2016-03-16 16:51:30		20.8		   
 3017		2016-03-16 16:53:30		20.8		   
 3018		2016-03-16 16:55:30		20.8		   
 3019		2016-03-16 16:57:30		20.8		   
 3020		2016-03-16 16:59:30		20.8		   
 3021		2016-03-16 17:01:30		20.8		   
 3022		2016-03-16 17:03:30		20.8		   
 3023		2016-03-16 17:05:30		20.8		   
 3024		2016-03-16 17:07:30		20.8		   
 3025		2016-03-16 17:09:30		20.8		   
 3026		2016-03-16 17:11:30		20.8		   
 3027		2016-03-16 17:13:30		20.8		   
 3028		2016-03-16 17:15:30		20.8		   
 3029		2016-03-16 17:17:30		20.8		   
 3030		2016-03-16 17:19:30		20.8		   
 3031		2016-03-16 17:21:30		20.8		   
 3032		2016-03-16 17:23:30		20.8		   
 3033		2016-03-16 17:25:30		20.8		   
 3034		2016-03-16 17:27:30		20.8		   
 3035		2016-03-16 17:29:30		20.8		   
 3036		2016-03-16 17:31:30		20.7		   
 3037		2016-03-16 17:33:30		20.7		   
 3038		2016-03-16 17:35:30		20.7		   
 3039		2016-03-16 17:37:30		20.7		   
 3040		2016-03-16 17:39:30		20.7		   
 3041		2016-03-16 17:41:30		20.7		   
 3042		2016-03-16 17:43:30		20.7		   
 3043		2016-03-16 17:45:30		20.7		   
 3044		2016-03-16 17:47:30		20.7		   
 3045		2016-03-16 17:49:30		20.7		   
 3046		2016-03-16 17:51:30		20.7		   
 3047		2016-03-16 17:53:30		20.7		   
 3048		2016-03-16 17:55:30		20.7		   
 3049		2016-03-16 17:57:30		20.7		   
 3050		2016-03-16 17:59:30		20.7		   
 3051		2016-03-16 18:01:30		20.7		   
 3052		2016-03-16 18:03:30		20.7		   
 3053		2016-03-16 18:05:30		20.7		   
 3054		2016-03-16 18:07:30		20.7		   
 3055		2016-03-16 18:09:30		20.7		   
 3056		2016-03-16 18:11:30		20.8		   
 3057		2016-03-16 18:13:30		20.8		   
 3058		2016-03-16 18:15:30		20.8		   
 3059		2016-03-16 18:17:30		20.8		   
 3060		2016-03-16 18:19:30		20.8		   
 3061		2016-03-16 18:21:30		20.9		   
 3062		2016-03-16 18:23:30		20.9		   
 3063		2016-03-16 18:25:30		20.9		   
 3064		2016-03-16 18:27:30		20.9		   
 3065		2016-03-16 18:29:30		20.9		   
 3066		2016-03-16 18:31:30		20.9		   
 3067		2016-03-16 18:33:30		20.9		   
 3068		2016-03-16 18:35:30		20.9		   
 3069		2016-03-16 18:37:30		20.9		   
 3070		2016-03-16 18:39:30		21.0		   
 3071		2016-03-16 18:41:30		21.0		   
 3072		2016-03-16 18:43:30		21.0		   
 3073		2016-03-16 18:45:30		21.0		   
 3074		2016-03-16 18:47:30		21.1		   
 3075		2016-03-16 18:49:30		21.1		   
 3076		2016-03-16 18:51:30		21.2		   
 3077		2016-03-16 18:53:30		21.2		   
 3078		2016-03-16 18:55:30		21.2		   
 3079		2016-03-16 18:57:30		21.2		   
 3080		2016-03-16 18:59:30		21.2		   
 3081		2016-03-16 19:01:30		21.2		   
 3082		2016-03-16 19:03:30		21.2		   
 3083		2016-03-16 19:05:30		21.2		   
 3084		2016-03-16 19:07:30		21.2		   
 3085		2016-03-16 19:09:30		21.3		   
 3086		2016-03-16 19:11:30		21.3		   
 3087		2016-03-16 19:13:30		21.3		   
 3088		2016-03-16 19:15:30		21.3		   
 3089		2016-03-16 19:17:30		21.3		   
 3090		2016-03-16 19:19:30		21.3		   
 3091		2016-03-16 19:21:30		21.4		   
 3092		2016-03-16 19:23:30		21.4		   
 3093		2016-03-16 19:25:30		21.4		   
 3094		2016-03-16 19:27:30		21.4		   
 3095		2016-03-16 19:29:30		21.4		   
 3096		2016-03-16 19:31:30		21.4		   
 3097		2016-03-16 19:33:30		21.4		   
 3098		2016-03-16 19:35:30		21.4		   
 3099		2016-03-16 19:37:30		21.4		   
 3100		2016-03-16 19:39:30		21.4		   
 3101		2016-03-16 19:41:30		21.5		   
 3102		2016-03-16 19:43:30		21.5		   
 3103		2016-03-16 19:45:30		21.5		   
 3104		2016-03-16 19:47:30		21.5		   
 3105		2016-03-16 19:49:30		21.5		   
 3106		2016-03-16 19:51:30		21.5		   
 3107		2016-03-16 19:53:30		21.5		   
 3108		2016-03-16 19:55:30		21.5		   
 3109		2016-03-16 19:57:30		21.5		   
 3110		2016-03-16 19:59:30		21.5		   
 3111		2016-03-16 20:01:30		21.5		   
 3112		2016-03-16 20:03:30		21.6		   
 3113		2016-03-16 20:05:30		21.6		   
 3114		2016-03-16 20:07:30		21.7		   
 3115		2016-03-16 20:09:30		21.7		   
 3116		2016-03-16 20:11:30		21.7		   
 3117		2016-03-16 20:13:30		21.8		   
 3118		2016-03-16 20:15:30		21.8		   
 3119		2016-03-16 20:17:30		21.8		   
 3120		2016-03-16 20:19:30		21.8		   
 3121		2016-03-16 20:21:30		21.9		   
 3122		2016-03-16 20:23:30		21.9		   
 3123		2016-03-16 20:25:30		21.9		   
 3124		2016-03-16 20:27:30		21.9		   
 3125		2016-03-16 20:29:30		21.9		   
 3126		2016-03-16 20:31:30		22.0		   
 3127		2016-03-16 20:33:30		22.0		   
 3128		2016-03-16 20:35:30		22.0		   
 3129		2016-03-16 20:37:30		22.0		   
 3130		2016-03-16 20:39:30		22.0		   
 3131		2016-03-16 20:41:30		22.0		   
 3132		2016-03-16 20:43:30		22.1		   
 3133		2016-03-16 20:45:30		22.1		   
 3134		2016-03-16 20:47:30		22.1		   
 3135		2016-03-16 20:49:30		22.1		   
 3136		2016-03-16 20:51:30		22.1		   
 3137		2016-03-16 20:53:30		22.1		   
 3138		2016-03-16 20:55:30		22.2		   
 3139		2016-03-16 20:57:30		22.2		   
 3140		2016-03-16 20:59:30		22.2		   
 3141		2016-03-16 21:01:30		22.2		   
 3142		2016-03-16 21:03:30		22.2		   
 3143		2016-03-16 21:05:30		22.2		   
 3144		2016-03-16 21:07:30		22.2		   
 3145		2016-03-16 21:09:30		22.2		   
 3146		2016-03-16 21:11:30		22.2		   
 3147		2016-03-16 21:13:30		22.2		   
 3148		2016-03-16 21:15:30		22.2		   
 3149		2016-03-16 21:17:30		22.2		   
 3150		2016-03-16 21:19:30		22.2		   
 3151		2016-03-16 21:21:30		22.2		   
 3152		2016-03-16 21:23:30		22.1		   
 3153		2016-03-16 21:25:30		22.1		   
 3154		2016-03-16 21:27:30		22.1		   
 3155		2016-03-16 21:29:30		22.1		   
 3156		2016-03-16 21:31:30		22.1		   
 3157		2016-03-16 21:33:30		22.0		   
 3158		2016-03-16 21:35:30		22.0		   
 3159		2016-03-16 21:37:30		22.0		   
 3160		2016-03-16 21:39:30		22.0		   
 3161		2016-03-16 21:41:30		22.0		   
 3162		2016-03-16 21:43:30		22.0		   
 3163		2016-03-16 21:45:30		22.0		   
 3164		2016-03-16 21:47:30		22.0		   
 3165		2016-03-16 21:49:30		22.0		   
 3166		2016-03-16 21:51:30		22.0		   
 3167		2016-03-16 21:53:30		22.0		   
